año,secretaria,nombreestablecimiento,zona,direccion,telefono,nombre_Rector,tipo_Establecimiento,etnias,sector,genero,niveles,jornadas,caracter,especialidad,grados,modelos_Educativos,capacidades_Excepcionales,discapacidades,idiomas,numero_de_Sedes,estado,prestador_de_Servicio,propiedad_Planta_Fisica,resguardo,matricula_Contratada,calendario,internado,estrato_Socio_Economico,correo_Electronico
2016,BOGOTA,COLEGIO SAN MARTIN DE PORRES (IED),URBANA,CL 45 3 35 ESTE,3405585 -- 2874186 -- 2328411,ROGELIO HURTADO ACEVEDO,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,5,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,escdisanmartindepo2@redp.edu.co -- escsanmatindepo2@gmail.com
2016,BOGOTA,EXTERN CARO Y CUERVO                                                                                ,URBANA,CL 146 A 41 57,2742969 / 6158632                                 ,HULDA MARINA BECERRA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,FRANCES,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,externadocaroycuervo@hotmail.es
2016,BOGOTA,COLEGIO MARIA CANO (IED),URBANA,KR 12 G 22 B 51 SUR,2729990  --  7690413  --  7605042,SANDRA ELIZABETH DE LAS MERCEDES MARIN CASTRO,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11,99","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,1,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,cedchircales18@redp.edu.co
2016,BOGOTA,COL PAULO FREIRE,URBANA,CL 75 B 111 A 22,4359524/2288413 /4354693,JUDY SMITH LEON,CENTRO EDUCATIVO,,,,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,NOCTURNA,TARDE,FIN DE SEMANA",,ACADÉMICA,"21,22,23,24,25,26",PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
2016,BOGOTA,INST DE EDUC MEDIA EMAUS                                                                            ,URBANA,CL 39 A SUR 81 A 40,2641968 / 4031428                                 ,CARLOS JULIAN VELEZ RIVAS,INSTITUCION EDUCATIVA,,,,"MEDIA,BÁSICA SECUNDARIA",COMPLETA,,ACADÉMICA,"6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,julian-velez@hotmail.com
2016,BOGOTA,COL WINCHESTER                                                                                      ,URBANA,CL 139 96 66,6826619,CLAUDIA ROCIO GUAUQUE VELOZA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,"INGLÉS,FRANCES",1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,SI,A,,,
2016,BOGOTA,JARD INF PALERMO SUR,URBANA,CL 49 D SUR 2 B 50,2054682,YUDY ZULIMA AMAZO,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA SECUNDARIA","COMPLETA,TARDE",,,"-3,6",EDUCACIÓN TRADICIONAL,,,,1,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,
2016,BOGOTA,COL DE LA PRESENTACION DE FATIMA,URBANA,CL 52 A SUR 35 73,7134334,MARIA YENNY SANCHEZ PINZON,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,"COMERCIAL,ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,A,,,colpresentacionfatima@hotmail.com  -- coprefarectoria@yahoo.com
2016,BOGOTA,LIC VISION DE COLOMBIA                                                                              ,URBANA,KR 76 B 14 B 32,2929094,JUAN CARLOS PAEZ,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,jcsegura1968@yahoo.es
2016,BOGOTA,COL PSICOPEDAG LA SABIDURIA                                                                     ,URBANA,KR 110 B 74 A 12,4316149 / 4316721 /4403912,MARGOTH ALIED MORA AREVALO,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,colsabiduriaeterna@latinmail.com  colegiolasabiduria@hotmail.com                  
2016,BOGOTA,COL MILIT SIMON BOLIVAR                                                                             ,URBANA,AK 70 51 14,2955100 -- 2957606,GERMAN TAMAYO RODRIGUEZ,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,comisibol@paginasamarillas.com
2016,BOGOTA,JARD INF LA ESPERANZA,URBANA,DG 78 SUR 86 A 54,7195177,GLORIA YANETH JIMENEZ ,CENTRO EDUCATIVO,,,,PREESCOLAR,COMPLETA,,,-3,EDUCACIÓN TRADICIONAL,,,,1,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,
2016,BOGOTA,COL BILING DE LA UNIVERSIDAD DEL BOSQUE                                                             ,URBANA,KR 7 B BIS 132 11,6489045,GERMAN AUGUSTO NEUTA GARZON,INSTITUCION EDUCATIVA,,,,"MEDIA,BÁSICA SECUNDARIA","COMPLETA,FIN DE SEMANA",,ACADÉMICA,"7,10,11,23,24","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,colegio.elbosque@unbosque.edu.co
2016,BOGOTA,COLEGIO GABRIEL BETANCOURT MEJIA (IED),URBANA,KR 87 A 6 A 23,4505733 -- 4505679 -- 4837039 -- 4541944,GILBERTO MORENO,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,1,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,coldigabemjia@redp.edu.co
2016,BOGOTA,LIC MARANATA                                                                                        ,URBANA,DG 98 SUR 5 I 52 ESTE,7632616 -- 7733952,TOMASA RIVAS GIRON,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,maranata@007mundo.com
2016,BOGOTA,JARD INF MIS PRIMEROS TRAZOS                                                                        ,URBANA,CL 72 C SUR 78 B 66,7823017,MARIA CONSUELO MARTINEZ PORRAS,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,,,"-2,-1,0,1,2",EDUCACIÓN TRADICIONAL,,"DI-COGNITIVO,SÍNDROME DE DOWN",INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,misprimerostrazos@gmail.com
2016,BOGOTA,COLEGIO LUIS LOPEZ DE MESA (IED),URBANA,CL 77 J SUR 65 38,7750440 -- 7794793 -- 7786365,LUCY ZAMORA DE GARCIA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,OTRO,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,cedluislopezdemes7@redp.edu.co
2016,BOGOTA,LIC INF DESPERTAR                                                                                   ,URBANA,KR 5 X 49 G 51 SUR,2055909,DIANA CAROLINA MARTINEZ FORERO,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,"INGLÉS,FRANCES",1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,ligialid@starmedia.com  licinfadespertar@gmail.com                            
2016,BOGOTA,LIC REYCED                                                                                          ,URBANA,KR 42 BIS 10 27 SUR,2021751,AYDA LUZ ANGULO,CENTRO EDUCATIVO,,,,PREESCOLAR,MAÑANA,,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,reycediel@skytv.co                                
2016,BOGOTA,COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED),URBANA,CL 38 C SUR 82 A 08,2646508 / 2652392,JORGE ALFONSO PEREZ GUTIERREZ,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,"COMERCIAL,ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,2,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,inemfranciscodepau8@redp.edu.co
2016,BOGOTA,JARD INF EL TALLER DE LOS ARTISTAS                                                                  ,URBANA,KR 58 136 44,2711710 / 5202125                                 ,BEATRIZ GOMEZ BOTERO,CENTRO EDUCATIVO,,,,PREESCOLAR,COMPLETA,,,-3,EDUCACIÓN TRADICIONAL,,,FRANCES,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,eltallerdelosartistas@hotmail.com                 
2016,BOGOTA,COLEGIO MOCHUELO ALTO (CED),RURAL,KM. 24 CARRET. PASQUILLA,,SIN RECTOR ASIGNADO A LA FECHA (26072016),CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,,"0,1,2,3,4,5,6,99","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,1,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,escdimochueloalto19@redp.edu.co
2016,BOGOTA,COLEGIO LA FANTASIA DEL CONOCIMIENTO,URBANA,KR 141 A 144 58,4676703,LADY MARCELA GUTIERREZ NIVIA,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA",ÚNICA,,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,lafantasiadelconocimiento@hotmail.com
2016,BOGOTA,GIMN PSICOPEDAG MARIA ISABEL                                                                        ,URBANA,DG 5 70 C 12,2608602,PEDRO RODRIGUEZ MORENO,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"DI-COGNITIVO,LESIÓN NEUROMUSCULAR,PARALISIS CEREBRAL,SÍNDROME DE DOWN",INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,gimmariaisabel@007mundo.com                       
2016,BOGOTA,INST CIAL EDUARDO TORRES QUINTERO                                                                   ,URBANA,CL 47 B SUR 13 D 16 ESTE,3719901,EMANUEL ALBERTO CATAÑO DIAZ,INSTITUCION EDUCATIVA,,,,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,inseduardo@hotmail.com
2016,BOGOTA,COLEGIO SUPERIOR DE PALERMO,URBANA,CL 132 D BIS 132 08,4975994,ADRIANA CORREA MANTILLA,CENTRO EDUCATIVO,,,,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,FIN DE SEMANA",,ACADÉMICA,"21,22,23,24,25,26",PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,colegiosuperiordepalermo@gmail.com
2016,BOGOTA,LIC SAN MATEO                                                                                       ,URBANA,CL 63 SUR 28 20,7150716,TERESA HENAO CASTAÑO,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,,,"-2,-1,0,1,2,3,4,5","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,FRANCES,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,liceosanmateo7562@hotmail.com  liceosanmateo2820@hotmail.com                    
2016,BOGOTA,JARD PSICOPEDAG LA PEQUEÑA LULU                                                                     ,URBANA,CL 14 SUR 12 B 46,2722745,LUZ MARINA PEÑA ROJAS,CENTRO EDUCATIVO,,,,PREESCOLAR,MAÑANA,,,-3,EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,lulu3514@hotmail.com -- luzmarinape@yahoo.es
2016,BOGOTA,LICEO INFANTIL LOS ALMENDROS,URBANA,KR 101 142 30,6805607,ERIKA PATRICIA FALLA GUTIERREZ,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
2016,BOGOTA,GIMNASIO SUR ATLANTA,URBANA,CL 59 SUR 48 G 90,7187840,MARÍA DORIS FAJARDO BELTRAN,CENTRO EDUCATIVO,,,,PREESCOLAR,COMPLETA,,,-3,EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,gimnasio.atlanta@hotmail.com -- amarcelagonzalez@gmail.com
2016,BOGOTA,GIMNASIO INGLES CAMPESTRE,URBANA,IND CL 213 # 95 - 00 AUTO NORTE,6762201 -- 6762202,ANA DEL CARMEN LEAL OJEDA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"DI-COGNITIVO,LIMITACIÓN FISICA (MOVILIDAD)",INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,rectoria@gimnasioingles.com -- ggarcia74@gimnasioingles.com -- annitaleal@hotmail.com
2016,BOGOTA,COL DE NSTRA SRA DE LA CONSOLACION                                                                  ,URBANA,CL 70 12 55,2490154 -- 2120658,HNA DEISSY LEIVA ESLAVA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,A,,,colconsolbogota@yahoo.com
2016,BOGOTA,COL VILLA DEL NIÑO                                                                                  ,URBANA,KR 43 BIS 171 21,6746302,MARÍA MAGDALENA CUBILLOS MARTÍNEZ,CENTRO EDUCATIVO,,,,PREESCOLAR,COMPLETA,,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,FRANCES,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,villapreescolar21@hotmail.com
2016,BOGOTA,LIC ECOLOGICO DEL NORTE                                                                             ,URBANA,CR. 98A NO.156D-26,6822591 / 6839957                                 ,JULIA ALICIA PELAEZ CASTILLO,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,CAPACIDADES EXCEPCIONALES,"SORDERA PROFUNDA,MÚLTIPLE DISCAPACIDAD,HIPOACUSIA O BAJA AUDICIÓN",INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,semillasverdes@hotmail.com                        
2016,BOGOTA,COL ANGLO-ESCOCES CAMPESTRE (LICEO MEXICO)                                                          ,URBANA,KR 98 A 155 96,6099721 /6099722                              ,PEDRO PABLO RUIZ ROMERO,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,angloescocescampestre@hotmail.com                          
2016,BOGOTA,COLEGIO SUPERIOR SAN CRISTOBAL,URBANA,CL 39 SUR 6 34 ESTE,,ADRIANA CORREA MANTILLA,CENTRO EDUCATIVO,,,,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","NOCTURNA,FIN DE SEMANA",,ACADÉMICA,"21,22,23,24,25,26",PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,OTRO,,,
2016,BOGOTA,GIMN SANTA CRISTINA DE TOSCANA                                                                      ,URBANA,KR 72 181 70,6715616  --  5550451                    ,MARIA OMAIRA SEGURA DE POSADA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,contacto@toscana.edu.co - olposada@hotmail.com - coordinaciongeneral@toscana.edu.co
2016,BOGOTA,COL MAYOR SAN BENITO APOSTOL                                                                        ,URBANA,KR 69 K 68 89,2316742 /  6306615,MARTHA YANETH MARIN ANGULO,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,sanbenito@terra.com.co
2016,BOGOTA,KINDER BLANCA NIEVES                                                                                ,URBANA,KR 70 A 123 04,2531838,HNA BLANCA DORIS PELAEZ GOMEZ,CENTRO EDUCATIVO,,,,PREESCOLAR,COMPLETA,,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,MÚLTIPLE DISCAPACIDAD,,1,,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,A,,,kinderblancan@007mundo.com -- rectoria@cch.edu.co
2016,BOGOTA,COLEGIO CENTRO INTEGRAL  JOSE MARIA CORDOBA (IED),URBANA,DG 48 B SUR 24 B 73,7692587 -- 7698420 -- 7690294,GERMAN EDUARDO RINCON RINCON,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA",,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,"SV-BAJA VISIÓN,DI-COGNITIVO,OTRA DISCAPACIDAD",,2,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,coldijosemariacord6@redp.edu.co
2016,BOGOTA,LIC SAN ANDRES                                                                                      ,URBANA,KR 41 141 A 57,2168720 / 6153479                                 ,LUCY MARY REYES RIVERA,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
2016,BOGOTA,COL BOGOTA ANDINO                                                                                   ,URBANA,KR 78 67 02,7964413  --  3143416053,SANDRA PATRICIA CHACON PAEZ,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,,,"-2,-1,0,1,2,3,4,5","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,bogota_andino@yahoo.com - colbogotaandino@hispavista.com
2016,BOGOTA,ESC HOGAR SAGRADO CORAZON                                                                           ,URBANA,CLL. 14 NO. 3-63,2861472 / 2869225                                 ,BERTHA LIGIA VALENCIA LOPEZ,CENTRO EDUCATIVO,ACHAGUA,,,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,,,"-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,A,,,sagradocorazon@colombia.com                       
2016,BOGOTA,INST DIVINO NIÑO DE VILLAS DEL DORADO                                                               ,URBANA,CRA 109B NO.63 - 27,4346664,MARIA CLEMENCIA FORERO ROJAS,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,idnclemencia@hotmail.com                          
2016,BOGOTA,LIC LA NUEVA ESTANCIA DE SUBA                                                                       ,URBANA,KR 132 132 63,6909107 -- 6905456 -- 6934954,DIANA MILENA SANCHEZ RAMIREZ,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,"OTRO,ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,SI,A,,,linessuba@yahoo.com
2016,BOGOTA,LIC INTEGRAL COLOMBIA ACTIVA                                                                        ,URBANA,CLL. 129B NO.104D-55,6875773,DIANA ROCIO RUBIANO,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,"DI-COGNITIVO,LESIÓN NEUROMUSCULAR",INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,liintcolombiaactiva@hotmail.com                   
2016,BOGOTA,COLEGIO LA AMISTAD (IED),URBANA,KR 78 35 30 SUR,2643169 -- 2643189 - 2930278,MARIA DEL PILAR CASTILLO OSORIO,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE",,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99","ESPERE,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,3,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,coldilaamistad8@redp.edu.co
2016,BOGOTA,LICEO INTEGRAL CONQUISTADORES,URBANA,KR 49 127 D 59,7428852 EXT 132 - OPCION 4,MARIAN GOMEZ COLMENARES,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA",ÚNICA,,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,conquistadores@misioncolombia.com
2016,BOGOTA,LIC SEGOVIA                                                                                         ,URBANA,DG. 103 NO.61-41,2530750,MANUELA REY CERQUEIRO,INSTITUCION EDUCATIVA,AMORÚA,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,lsegovia@cable.net.co                             
2016,BOGOTA,COL SANTA FRANCISCA ROMANA                                                                          ,URBANA,CL 151 16 40,5939898 -- 5939890,GLORIA CONSTANZA GUZMAN RODRIGUEZ,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,B,,,csfr@csfr.edu.co -- maherrera@csfr.edu.co
2016,BOGOTA,INST JULIO MARIA MATOVELLE                                                                          ,URBANA,CL 18 SUR 13 74,2397535 / 2398776                                 ,HNA JUANA GARRIDO,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA",MAÑANA,,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,A,,,
